'u','urms','irms','p','s','q','pf','phi','ufreq','upeak','ipeak','u1','u2','u3','u4','u5','u6','u7','u8','u9','u10','i1','i2','i3','i4','i5','i6','i7','i8','i9','i10','p1','p2','p3','p4','p5','p6','p7','p8','p9','p10','device','state','Device Id','Device Type','Device State'
233.77,234.55,0.12,9.3,28.7,-27.2,0.32,-71.14,49.96,324.72,0.65,234.44,0.39,1.92,0.81,5.66,0.48,3.73,0.59,0.67,0.86,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,9.5,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
233.89,234.75,0.12,9.4,28.8,-27.3,0.32,-71.05,49.96,325,0.66,234.62,0.51,1.98,0.82,5.8,0.47,3.68,0.61,0.78,0.83,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,9.3,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.02,234.79,0.14,11.1,32.6,-30.6,0.34,-70.02,49.96,325.07,0.72,234.7,0.4,1.85,0.8,5.67,0.48,3.68,0.65,0.75,0.79,0.06,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,11.3,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.11,234.91,0.14,11.1,32.7,-30.8,0.34,-70.22,49.96,325.44,0.73,234.78,0.43,1.87,0.75,5.7,0.52,3.69,0.61,0.76,0.87,0.06,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,11.2,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
233.93,234.73,0.12,9.3,28.5,-26.9,0.32,-71.04,49.97,325.19,0.65,234.65,0.34,1.94,0.83,5.57,0.49,3.65,0.59,0.77,0.85,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,9.4,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
233.74,234.55,0.12,9.3,28.8,-27.2,0.32,-71.13,49.97,324.6,0.66,234.42,0.41,1.91,0.79,5.74,0.48,3.67,0.61,0.73,0.82,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,9.6,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.83,235.64,0.12,9.1,29,-27.5,0.32,-71.61,49.97,326.96,0.68,235.46,0.63,1.91,0.78,5.68,0.43,3.59,0.68,0.68,0.9,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,8.8,0,0,0,-0.1,0,-0.1,0,0,0,'hplj400','trans',36,4,8
233.86,234.64,0.12,9.4,28.9,-27.3,0.32,-71.05,49.97,325,0.65,234.52,0.48,1.98,0.83,5.54,0.49,3.63,0.58,0.68,0.85,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,9.5,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
233.84,234.67,0.12,9.4,29,-27.4,0.32,-71.09,49.97,324.85,0.66,234.52,0.53,1.97,0.81,5.8,0.51,3.69,0.61,0.77,0.81,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,9.6,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
233.96,234.71,0.12,9.3,29,-27.5,0.32,-71.34,49.97,325.16,0.66,234.58,0.37,1.92,0.78,5.63,0.46,3.71,0.6,0.76,0.86,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,9.4,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.85,235.65,0.12,9.4,29.3,-27.8,0.32,-71.29,49.97,327.14,0.68,235.53,0.56,1.89,0.76,5.65,0.47,3.39,0.63,0.74,0.87,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,9.5,0,0,0,-0.1,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.02,234.79,0.14,11.2,32.5,-30.6,0.34,-69.94,49.97,325.25,0.72,234.69,0.34,1.9,0.77,5.7,0.49,3.71,0.62,0.74,0.81,0.06,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,11.4,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.17,234.99,0.14,11,32.6,-30.7,0.34,-70.22,49.97,325.56,0.73,234.89,0.44,1.94,0.76,5.65,0.47,3.68,0.63,0.74,0.85,0.06,0.04,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,11.3,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
233.73,234.54,0.12,9.3,28.8,-27.2,0.32,-71.09,49.98,325.07,0.65,234.44,0.47,1.94,0.75,5.7,0.49,3.59,0.59,0.76,0.87,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,9.4,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.06,234.92,0.12,9.4,29.1,-27.6,0.32,-71.18,49.98,325.41,0.66,234.78,0.64,1.94,0.77,5.92,0.5,3.72,0.62,0.78,0.83,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,9.5,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.1,234.98,0.13,9.6,29.6,-28,0.32,-71.06,49.98,325.38,0.69,234.86,0.45,1.98,0.77,5.87,0.46,3.74,0.6,0.75,0.83,0.06,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,10.2,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.13,234.93,0.15,12.6,35.7,-33.4,0.35,-69.32,49.98,325.65,0.78,234.83,0.46,1.99,0.78,5.61,0.46,3.57,0.59,0.77,0.83,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,12.9,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.17,235.03,0.12,9,28.2,-26.7,0.32,-71.49,49.99,325.56,0.65,234.9,0.39,1.95,0.83,5.86,0.51,3.73,0.6,0.77,0.8,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,9.3,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.03,234.86,0.12,9.4,28.8,-27.3,0.33,-70.98,49.99,325.16,0.65,234.72,0.48,2.01,0.8,5.79,0.48,3.78,0.6,0.8,0.83,0.06,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,9.5,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234,234.79,0.12,9.3,28.9,-27.3,0.32,-71.11,49.99,325.22,0.66,234.64,0.42,1.97,0.76,5.59,0.48,3.69,0.6,0.76,0.81,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,9.4,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.23,235.08,0.12,9.3,29,-27.4,0.32,-71.24,49.99,325.47,0.66,234.92,0.43,1.91,0.79,5.79,0.48,3.71,0.61,0.76,0.82,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,9.7,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
233.85,234.7,0.12,9.4,29.1,-27.5,0.32,-71.14,49.99,325.16,0.65,234.55,0.39,1.88,0.82,5.79,0.49,3.66,0.6,0.79,0.86,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,9.5,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.02,234.84,0.13,9.4,29.3,-27.7,0.32,-71.21,49.99,325.28,0.66,234.7,0.55,1.97,0.74,5.73,0.45,3.73,0.61,0.72,0.84,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,9.5,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.06,234.81,0.15,12.3,35.6,-33.4,0.35,-69.78,49.99,325.53,0.78,234.69,0.55,1.93,0.77,5.55,0.52,3.71,0.61,0.76,0.82,0.07,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,12.7,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.29,235.05,0.15,12.6,35.7,-33.4,0.35,-69.24,49.99,325.69,0.77,234.92,0.46,1.97,0.78,5.57,0.49,3.74,0.58,0.8,0.85,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,13,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.35,235.13,0.12,9.4,29.1,-27.5,0.32,-71.12,50,325.72,0.66,234.96,0.55,1.97,0.72,5.68,0.45,3.78,0.64,0.76,0.83,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,9.6,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.2,235,0.16,13.5,37.5,-35,0.36,-68.97,50,325.62,0.81,234.88,0.49,2.01,0.69,5.5,0.49,3.48,0.57,0.76,0.8,0.07,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.03,13.8,0,0,0,-0.2,0,-0.1,0,0,0,'hplj400','trans',36,4,8
234.9,235.6,0,0.12,0,0,0,0,50.07,328.37,0.04,235.52,0.66,1.64,0.83,5.46,0.48,3.64,0.74,0.65,0.98,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.99,235.72,0,0.1,0,0,0,0,50.07,328.41,0.04,235.56,0.62,1.67,0.88,5.66,0.46,3.55,0.74,0.66,0.99,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.79,235.52,0,0.05,0,0,0,0,50.08,327.97,0.03,235.39,0.55,1.71,0.86,5.55,0.47,3.58,0.66,0.68,1.01,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.12,235.88,0,0.05,0,0,0,0,50.08,328.41,0.03,235.76,0.34,1.67,0.9,5.52,0.47,3.6,0.72,0.66,0.94,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.06,235.8,0,0.04,0,0,0,0,50.09,328.44,0.02,235.7,0.3,1.68,0.89,5.59,0.48,3.59,0.73,0.66,0.98,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.63,235.35,0,0.06,0,0,0,0,50.1,327.66,0.03,235.21,0.46,1.75,0.76,5.48,0.44,3.41,0.69,0.72,0.96,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.13,235.84,0,0.06,0,0,0,0,50.1,328.37,0.04,235.73,0.53,1.57,0.89,5.49,0.46,3.61,0.75,0.65,0.93,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.13,235.82,0,0.01,0,0,0,0,50.1,328.78,0.01,235.72,0.35,1.61,0.8,5.49,0.42,3.48,0.74,0.72,0.97,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.18,235.89,0,0.12,0,0,0,0,50.1,328.65,0.04,235.78,0.65,1.59,0.8,5.62,0.48,3.65,0.73,0.69,0.94,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.23,235.95,0,0.17,0,0,0,0,50.1,329.06,0.06,235.79,0.62,1.66,0.87,5.54,0.47,3.58,0.72,0.7,0.98,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.24,235.94,0,0.04,0,0,0,0,50.1,328.59,0.02,235.84,0.43,1.6,0.89,5.56,0.43,3.6,0.74,0.73,0.96,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.24,235.97,0,0.07,0,0,0,0,50.1,329.15,0.04,235.86,0.63,1.63,0.9,5.6,0.45,3.59,0.72,0.67,0.97,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.28,235.97,0,0.08,0,0,0,0,50.1,328.44,0.04,235.84,0.36,1.54,0.84,5.63,0.45,3.67,0.73,0.69,1.02,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.33,236.02,0,0.04,0,0,0,0,50.1,328.65,0.03,235.94,0.3,1.55,0.83,5.53,0.44,3.6,0.75,0.69,0.95,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
236.17,237.63,0.34,45.4,80.9,67,0.56,55.89,50.1,326.72,1.37,237.46,0.71,0.78,1.06,8.11,0.61,2.48,0.62,0.79,0.56,0.2,0.04,0.17,0.06,0.12,0.07,0.08,0.06,0.06,0.05,46.9,0,0.1,0.1,-0.9,0,-0.1,0,0,0,'hplj400','print',36,4,8
233.58,235.04,2.74,480,641,424,0.75,41.48,50.1,325.91,6.42,232.73,0.38,0.66,1.37,7.7,0.65,2.3,0.5,0.59,0.68,3.69,0.33,0.4,0.16,0.27,0.23,0.12,0.19,0.07,0.08,856,0,0.1,-0.2,0.9,-0.1,0.2,0.1,0,0,'hplj400','print',36,4,8
235.02,236.36,2.75,491,647,421,0.76,40.61,50.1,325.88,6.3,236.68,0.23,0.93,0.53,7.85,0.51,2.46,0.74,0.76,0.72,0.79,0.64,0.3,0.44,0.28,0.14,0.25,0.06,0.18,0.1,159,-0.1,-0.1,0.2,0.4,0,-0.1,0,0,-0.1,'hplj400','print',36,4,8
234.04,234.74,0,0.02,0,0,0,0,50.11,326.17,0.01,234.62,0.49,1.72,0.82,5.36,0.43,3.49,0.67,0.67,0.88,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.25,234.97,0,0,0,0,0,0,50.11,327.01,0.01,234.86,0.32,1.72,0.86,5.46,0.44,3.44,0.7,0.68,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.38,235.08,0,0.11,0,0,0,0,50.11,327.16,0.05,234.95,0.52,1.75,0.82,5.35,0.51,3.45,0.67,0.67,0.92,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.54,235.25,0,0.06,0,0,0,0,50.11,327.54,0.03,235.13,0.48,1.74,0.8,5.48,0.47,3.44,0.71,0.74,0.9,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.54,235.28,0,0.1,0,0,0,0,50.11,327.69,0.05,235.14,0.64,1.75,0.78,5.46,0.41,3.36,0.69,0.71,0.97,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.61,235.32,0,0.05,0,0,0,0,50.11,327.69,0.03,235.19,0.33,1.76,0.8,5.44,0.44,3.42,0.68,0.75,0.98,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.63,235.37,0,0.08,0,0,0,0,50.11,327.41,0.03,235.26,0.61,1.75,0.78,5.36,0.39,3.54,0.7,0.7,0.92,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.66,235.36,0,0.12,0,0,0,0,50.11,327.91,0.05,235.22,0.53,1.74,0.8,5.38,0.44,3.46,0.65,0.75,0.93,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.66,235.39,0,0.06,0,0,0,0,50.11,327.85,0.03,235.26,0.45,1.7,0.75,5.46,0.48,3.44,0.68,0.75,0.93,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.67,235.4,0,0.1,0,0,0,0,50.11,327.69,0.04,235.25,0.65,1.69,0.78,5.45,0.44,3.45,0.66,0.72,0.93,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.7,235.42,0,0.1,0,0,0,0,50.11,327.57,0.04,235.3,0.6,1.74,0.81,5.43,0.44,3.45,0.68,0.75,0.91,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.72,235.44,0,0.1,0,0,0,0,50.11,327.75,0.04,235.34,0.65,1.71,0.76,5.36,0.44,3.48,0.67,0.72,0.92,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.79,235.51,0,0.09,0,0,0,0,50.11,327.85,0.04,235.43,0.6,1.77,0.84,5.33,0.39,3.45,0.7,0.68,0.9,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.82,235.51,0,0.12,0,0,0,0,50.11,328.16,0.05,235.4,0.56,1.73,0.83,5.08,0.42,3.33,0.73,0.71,0.88,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.82,235.51,0,0.12,0,0,0,0,50.11,328.16,0.05,235.4,0.56,1.73,0.83,5.08,0.42,3.33,0.73,0.71,0.88,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
234.88,235.52,0,0.09,0,0,0,0,50.11,328.03,0.04,235.43,0.57,1.63,0.8,4.85,0.43,3.26,0.65,0.65,0.86,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.16,235.89,0,0.05,0,0,0,0,50.11,329.03,0.04,235.77,0.47,1.68,0.87,5.57,0.46,3.59,0.73,0.71,0.98,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.23,235.93,0,0.07,0,0,0,0,50.11,328.44,0.04,235.79,0.63,1.68,0.87,5.51,0.44,3.59,0.76,0.65,0.93,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.31,235.98,0,0.16,0,0,0,0,50.11,328.65,0.05,235.87,0.67,1.56,0.8,5.39,0.49,3.64,0.74,0.65,0.92,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.31,236.03,0,0.02,0,0,0,0,50.11,328.68,0.02,235.9,0.38,1.63,0.84,5.62,0.41,3.51,0.76,0.7,0.95,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.36,236.08,0,0.14,0,0,0,0,50.11,328.99,0.06,235.98,0.63,1.7,0.84,5.56,0.44,3.59,0.73,0.68,0.92,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.39,236.07,0,0.05,0,0,0,0,50.11,328.81,0.03,235.96,0.34,1.55,0.8,5.42,0.44,3.61,0.76,0.69,1,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.44,236.1,0,0.07,0,0,0,0,50.11,328.75,0.03,236.02,0.45,1.7,0.77,5.37,0.41,3.55,0.74,0.69,0.95,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.45,236.16,0,0.04,0,0,0,0,50.11,328.72,0.03,236,0.33,1.62,0.87,5.56,0.45,3.6,0.72,0.71,0.98,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.46,236.11,0,0.04,0,0,0,0,50.11,328.81,0.03,236.02,0.6,1.66,0.84,5.39,0.41,3.52,0.78,0.69,0.93,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.47,236.15,0,0.08,0,0,0,0,50.11,328.99,0.04,236.01,0.53,1.73,0.84,5.46,0.46,3.48,0.75,0.66,0.96,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
235.53,236.18,0,0.13,0,0,0,0,50.11,328.96,0.05,236.05,0.64,1.69,0.82,5.45,0.43,3.52,0.76,0.66,0.93,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,'hplj400','standby',36,4,7
236.53,238.07,0.33,44.3,78.2,64.4,0.57,55.46,50.11,326.91,1.31,237.87,0.67,0.89,1.17,8.31,0.68,2.5,0.69,0.69,0.57,0.2,0.04,0.16,0.06,0.11,0.07,0.07,0.07,0.06,0.05,45.5,0,0.1,0.1,-0.8,0,-0.1,0,0,0,'hplj400','print',36,4,8
236.4,238.01,0.34,45.9,79.4,64.8,0.58,54.68,50.11,326.5,1.28,237.83,0.68,0.89,1.19,8.57,0.66,2.44,0.66,0.71,0.54,0.2,0.03,0.17,0.06,0.11,0.07,0.07,0.07,0.06,0.05,47.3,0,0.1,0.1,-0.9,0,-0.1,0,0,0,'hplj400','print',36,4,8
236.34,237.85,0.34,44,79.4,66.1,0.55,56.37,50.11,326.87,1.35,237.69,0.59,0.93,1.09,8.18,0.62,2.37,0.64,0.74,0.57,0.2,0.04,0.16,0.06,0.12,0.07,0.08,0.06,0.06,0.05,45.2,0,0.1,0.1,-0.9,0,-0.1,0,0,0,'hplj400','print',36,4,8
236.3,237.78,0.34,44.7,80.2,66.6,0.56,56.13,50.11,326.94,1.36,237.64,0.62,0.88,1.06,8.04,0.62,2.49,0.6,0.77,0.55,0.2,0.04,0.16,0.06,0.12,0.07,0.08,0.06,0.06,0.05,45,0,0.1,0.1,-0.8,0,-0.1,0,0,0,'hplj400','print',36,4,8
234.39,235.91,2.35,367,550,409,0.67,48.06,50.11,326.41,5.83,235.08,0.99,0.93,1.55,8.05,0.39,2.36,0.76,0.73,0.47,2.04,0.73,0.16,0.24,0.05,0.04,0.06,0.02,0.05,0.09,481,-0.6,0,-0.3,-0.2,0,0,0,0,0,'hplj400','print',36,4,8
